Campus,Bldg,Building,Zone,Floor,Room,Room SQFT,FICM,FICM Description,Capacity,Beds,Space Type,Room Status,Dept,Dept Name,Unit,Unit Name
STORRS CAMPUS,0001,STORRS HALL,,00,SH001,571,210,Class Laboratory,8,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,SH002,550,210,Class Laboratory,8,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,SH003,138,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,SH004,397,210,Class Laboratory,8,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,SH008,134,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0001,STORRS HALL,,00,SH010,117,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,SH011,"1,151",110,Classroom,42,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0001,STORRS HALL,,00,SH016,82,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,SH017,127,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW01,"1,281",110,Classroom,60,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0001,STORRS HALL,,00,WW01A,25,715,Central Computer or Telecommunications Service,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0001,STORRS HALL,,00,WW02,168,215,Class Laboratory Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW04,85,215,Class Laboratory Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW05,201,210,Class Laboratory,3,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW06,498,210,Class Laboratory,8,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW06A,34,215,Class Laboratory Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW06B,58,210,Class Laboratory,2,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW06C,57,210,Class Laboratory,2,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW06D,56,210,Class Laboratory,2,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW06E,65,210,Class Laboratory,2,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW06F,64,210,Class Laboratory,2,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW06G,57,210,Class Laboratory,2,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW06H,57,210,Class Laboratory,2,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW06J,58,210,Class Laboratory,2,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW06K,114,215,Class Laboratory Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW07,113,215,Class Laboratory Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW09,185,210,Class Laboratory,3,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW09A,10,215,Class Laboratory Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW09B,15,215,Class Laboratory Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW10A,216,210,Class Laboratory,8,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW10B,252,210,Class Laboratory,8,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW10C,231,210,Class Laboratory,8,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW10D,287,210,Class Laboratory,8,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW11,26,215,Class Laboratory Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW12,67,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0001,STORRS HALL,,00,WW15,99,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW16,"2,789",110,Classroom,175,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0001,STORRS HALL,,00,WW16A,27,115,Classroom Service,,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0001,STORRS HALL,,00,WW16B,109,115,Classroom Service,,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0001,STORRS HALL,,00,WW17,341,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW17A,74,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WW18,225,350,Conference Room,10,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,00,WWLGA,"2,960",650,Lounge,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH101A,61,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH101B,129,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH101C,120,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH101D,123,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH102A,105,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH102B,150,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH102C,145,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH103,104,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH104,117,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH105,124,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH106,115,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0001,STORRS HALL,,01,SH107,71,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH108,124,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH109,125,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH110,118,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH111,101,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH112A,123,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH112B,188,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH112C,95,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH113A,96,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH113B,191,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH113C,127,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH113D,88,312,Grad/Student Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH114,188,350,Conference Room,6,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH116,179,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH117,364,110,Classroom,25,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH118,348,350,Conference Room,21,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH119,199,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,01,SH120,192,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH201,386,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH201A,91,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH202,134,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH203,125,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH204,218,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH205,277,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH206,9,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH207,119,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH208,119,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH209,117,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH210,62,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH211,114,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH212,118,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH213,116,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH214,94,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH215,501,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH215A,66,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH215B,69,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH215C,257,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH215CA,95,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH215CB,106,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH217,166,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH218,368,350,Conference Room,16,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH219,280,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,02,SH220,209,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH301,370,650,Lounge,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH302,250,250.30,Dry lab,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH302A,25,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH303,379,110,Classroom,19,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0001,STORRS HALL,,03,SH304,54,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH305,119,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH306,119,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH307,117,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH308,114,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH309,114,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH310,70,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0001,STORRS HALL,,03,SH311,116,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH312,130,410,Study Room,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH313,316,315,Office Service,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH313A,141,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH313B,162,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH313C,161,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH313D,162,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH313E,153,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH314,187,410,Study Room,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH316,242,312,Grad/Student Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH317,185,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH318,185,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH319,182,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH320,183,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0001,STORRS HALL,,03,SH321,187,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1318,Nursing Instruct and Research,1316,Nursing
STORRS CAMPUS,0002,GULLEY HALL,,00,001,211,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0002,GULLEY HALL,,00,002,472,350,Conference Room,14,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,00,003,226,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,00,004,226,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,00,008,130,355,Conference Room Service,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,00,009,170,315,Office Service,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,101,291,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,102,116,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,103,190,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,104,200,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,107,645,315,Office Service,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,107A,52,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,107B,52,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,107C,52,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,107D,52,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,110,116,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,111,303,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,113,124,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,01,114,273,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1052,Provost Academic Affairs,1052,Provost Academic Affairs
STORRS CAMPUS,0002,GULLEY HALL,,02,201,199,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,202,126,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1003,UConn Board of Trustees,1003,UConn Board of Trustees
STORRS CAMPUS,0002,GULLEY HALL,,02,203,146,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,204,413,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,205,45,315,Office Service,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,206,5,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0002,GULLEY HALL,,02,207,4,315,Office Service,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,208,193,315,Office Service,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,208A,6,315,Office Service,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,208B,9,315,Office Service,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,209,142,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,210,179,315,Office Service,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,213,227,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,214,364,350,Conference Room,10,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,218,115,355,Conference Room Service,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,02,CL2A,5,315,Office Service,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,03,301,136,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1522,Exec VP Finance and CFO,1522,Exec VP Finance and CFO
STORRS CAMPUS,0002,GULLEY HALL,,03,302,111,315,Office Service,,,ASSIGNABLE,IN SERVICE,1522,Exec VP Finance and CFO,1522,Exec VP Finance and CFO
STORRS CAMPUS,0002,GULLEY HALL,,03,302A,7,315,Office Service,,,ASSIGNABLE,IN SERVICE,1522,Exec VP Finance and CFO,1522,Exec VP Finance and CFO
STORRS CAMPUS,0002,GULLEY HALL,,03,303,301,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1522,Exec VP Finance and CFO,1522,Exec VP Finance and CFO
STORRS CAMPUS,0002,GULLEY HALL,,03,304,89,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1007,Government Relations,1007,Government Relations
STORRS CAMPUS,0002,GULLEY HALL,,03,305,200,350,Conference Room,10,,ASSIGNABLE,IN SERVICE,1522,Exec VP Finance and CFO,1522,Exec VP Finance and CFO
STORRS CAMPUS,0002,GULLEY HALL,,03,306,151,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1522,Exec VP Finance and CFO,1522,Exec VP Finance and CFO
STORRS CAMPUS,0002,GULLEY HALL,,03,306A,104,315,Office Service,,,ASSIGNABLE,IN SERVICE,1007,Government Relations,1007,Government Relations
STORRS CAMPUS,0002,GULLEY HALL,,03,307,215,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1000,President,1000,President
STORRS CAMPUS,0002,GULLEY HALL,,03,308,227,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1007,Government Relations,1007,Government Relations
