Campus,Bldg,Building,Zone,Floor,Room,Room SQFT,FICM,FICM Description,Capacity,Beds,Space Type,Room Status,Dept,Dept Name,Unit,Unit Name
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,422C,123,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1492,Educational Technology,2001,Academic Operations
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,423,295,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1492,Educational Technology,2001,Academic Operations
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,423A,127,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1492,Educational Technology,2001,Academic Operations
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,423B,128,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1492,Educational Technology,2001,Academic Operations
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,424,297,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1893,Undergraduate Advising,1999,Student Success
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,424A,133,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1893,Undergraduate Advising,1999,Student Success
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,424B,124,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1893,Undergraduate Advising,1999,Student Success
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,425,325,530,Media Production,,,ASSIGNABLE,IN SERVICE,1872,Campus Technology Services,1059,Information Technology Svcs
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,426,149,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1085,Enrichment Programs,1974,Academic Interdisciplinary
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,426A,187,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1085,Enrichment Programs,1974,Academic Interdisciplinary
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,426C,105,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1085,Enrichment Programs,1974,Academic Interdisciplinary
STORRS CAMPUS,0246,JOHN W. ROWE CENTER,,04,426D,111,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1085,Enrichment Programs,1974,Academic Interdisciplinary
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,101,735,110,Classroom,26,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,102,118,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,103,529,110,Classroom,24,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,104,126,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,106,85,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,108,205,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1214,Ed Curriculum and Instruction,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,109,87,315,Office Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,110,97,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119A,354,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119ACU-1,56,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119ACU-2,58,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119ACU-3,57,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119ACU-4,57,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119ACU-5,58,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119B,226,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119BCU-1,59,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119BCU-2,59,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119C,261,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119CU-1,39,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119D,209,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119DCU-2,40,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119DCU-3,47,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,119E,655,110,Classroom,36,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,120,140,315,Office Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,122A,140,315,Office Service,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,122B,142,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,124,195,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,124A,83,315,Office Service,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,125,371,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,126,186,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,126A,128,350,Conference Room,8,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,126B,11,315,Office Service,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,126C,10,315,Office Service,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,127,77,315,Office Service,,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,128C,294,350,Conference Room,8,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,129,171,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,131,"1,416",110,Classroom,120,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,131A,50,115,Classroom Service,,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,140,911,110,Classroom,42,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,140C,365,110,Classroom,16,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,141A,38,115,Classroom Service,,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,142,776,350,Conference Room,49,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,143,73,315,Office Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,143A,11,315,Office Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,01,144,"1,132",350,Conference Room,75,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,201,710,110,Classroom,24,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,202,119,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,203,529,110,Classroom,16,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,204,119,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,205,87,315,Office Service,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,206,95,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,208,206,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,210,97,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,214,118,315,Office Service,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,215,230,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,217,207,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,217A,156,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,217B,147,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,217C,152,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,221,833,110,Classroom,30,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,221A,71,355,Conference Room Service,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,224,212,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,224A,154,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,225,545,110,Classroom,24,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,226,217,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,227,113,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,228,303,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,229,119,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,230,272,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,231,157,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,231CU-1,39,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,231CU-2,39,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,232,296,110,Classroom,10,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,233,216,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,235,89,315,Office Service,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,240,333,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,240A,131,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,240B,131,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,240C,177,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,240CU-1,55,312,Grad/Student Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,240D,187,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,240E,138,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,242,290,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,242A,130,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,242B,131,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,242C,131,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,242CU-1,54,312,Grad/Student Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,242CU-2,54,312,Grad/Student Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,244,220,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1216,Educational Leadership,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,246,523,110,Classroom,20,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,02,246A,30,115,Classroom Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,301,256,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,301A,134,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,301CU-1,85,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,301CU-2,97,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,301CU-3,59,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,301CU-4,59,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,303,406,315,Office Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,303A,88,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1214,Ed Curriculum and Instruction,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,303B,77,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1214,Ed Curriculum and Instruction,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,303C,79,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,303CU-1,44,312,Grad/Student Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,303CU-2,44,312,Grad/Student Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,303D,68,315,Office Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,303E,66,315,Office Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,304A,121,350,Conference Room,6,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,306,164,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,308,96,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,313,177,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,314,121,315,Office Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,315,185,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,315A,114,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,315B,105,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,315C,194,350,Conference Room,8,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,315D,120,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,315E,475,250.60,Research write-up station,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,315F,16,315,Office Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,319,559,110,Classroom,20,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,322,148,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,324,146,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,325,566,210,Class Laboratory,24,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,326,143,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,328,153,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,329,183,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,330,258,250.40,Computational lab,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,331,125,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,332,111,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,333,71,315,Office Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,334,66,315,Office Service,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,335,130,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,336,217,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,337,116,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,338,175,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,339,216,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1219,Educational Psychology,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,340,474,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,340A,163,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,340B,196,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,340C,210,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,340CU-1,62,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,340CU-2,58,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,340D,219,350,Conference Room,6,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,340E,188,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,342,383,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,342A,152,315,Office Service,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,342B,216,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,342C,186,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
STORRS CAMPUS,0247,"GENTRY, CHARLES B. (NEAG)",,03,342CU-1,59,312,Grad/Student Office,,,ASSIGNABLE,IN SERVICE,1202,Education,1202,Education
