Term_Code,Subject_Code,Division,Catalog_Number,Section,Component_Code,Class_NBR,CLASS_DESCR,Day10_Enroll,class_duration_weekly,Enrl_Cap,Instruction_Mode,TL_Building,TL_Room,SA Facility ID,SA Building Code,SA Building Description,SA Building Short Description,SA Facility Room Number,SA Facility Description,SA Facility Short Description,SA Facility Location,SA Facility Academic Organization,SA Facility Type,SA Facility Capacity,Class_Start_Time,Class_End_Time,Class_Days,AGNROther,Accounting,AfricanaStudiesIns,AgriculturalResour,AlliedHealthScienc,AnimalScience,Anthropology,ArtArtHistory,BUSNOther,BiologicalSciences,BiomedicalEngineer,CenterforExcellenc,ChemicalBiomolecul,Chemistry,CivilEnvironmental,CognitiveScience,Communication,Computing,CurriculumInstruct,DigitalMediaDesign,DramaticArts,ENGROther,EarthSciences,EcologyEvolutionar,Economics,EducationalLeaders,EducationalPsychol,ElectricalComputer,EngineeringPhysics,English,Exploratory,Finance,GeographySustainab,History,HumanDevelopmentFa,HumanRights,Individualized,InstituteforSystem,Interdisciplinary,InternationalStudi,Journalism,Kinesiology,LatinoLatinAmerica,Law,Linguistics,LiteraturesCulture,Management,MarineSciences,MaritimeStudies,Marketing,MaterialsScienceEn,Mathematics,MechanicalAerospac,MolecularCellBiolo,Music,NaturalResourcesth,NonDegree,Nursing,NutritionalScience,OfficeofEnrichment,OperationsInformat,PathobiologyVeteri,PharmaceuticalScie,PharmacyPractice,Philosophy,Physics,PhysiologyNeurobio,PlantScienceLandsc,PoliticalScience,PolymerSciencePhD,PreBachelorofSocia,PreIndividualized,PrePharmacy,PreSportManagement,PreTeaching,PsychologicalScien,PublicPolicy,RoboticsEngineerin,SocialCriticalInqu,SocialWork,Sociology,SpeechLanguageHear,StatisticalDataSci,Statistics,UConnHealthOther,Sum_Enrollment
1248,ERTH,LD,2310E,005D,DIS,14744,Creating Sustain Natl Parks,20,0:50,30,P,AUST,344,023800016,0238,Philip E. Austin Building,AUST,344,AUST 344,AUST 344,STORRS,,CSRM,53,02:00:00 PM,02:50:00 PM,NNYNNNN,,,,,,,,,,,,,,,,,,2,1,1,,1,,,1,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,1,,1,,,1,,2,1,,,,,1,,1,,,,,,,2,,,,,,1,,,,20
1248,ERTH,LD,2310E,006D,DIS,14745,Creating Sustain Natl Parks,21,0:50,30,P,AUST,344,023800016,0238,Philip E. Austin Building,AUST,344,AUST 344,AUST 344,STORRS,,CSRM,53,02:00:00 PM,02:50:00 PM,NNNNYNN,,,,,1,,,,,,,,,,,,1,1,,,,,,,2,1,,,,,1,,1,,1,1,,,,,,,,,,,1,,,,,,3,3,,,,,,,,,1,,,,,,,,,,,,,2,,,,,1,,,,,21
1248,ERTH,UD,3020,001,LEC,7075,Earth Surface Processes,19,1:40,18,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,10:10:00 AM,11:00:00 AM,NYNYNNN,1,,,,,,1,,,,,,,,,,,,2,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,19
1248,ERTH,UD,3020,001L,LAB,7076,Earth Surface Processes,19,3:00,18,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,12:20:00 PM,03:20:00 PM,NYNNNNN,1,,,,,,1,,,,,,,,,,,,2,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,19
1248,ERTH,UD,3030,001,LEC,7077,Earth Structure,17,1:40,18,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,11:15:00 AM,12:05:00 PM,NYNYNNN,,,,,,,,,,,,,,,,,,,2,,,,12,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
1248,ERTH,UD,3030,001L,LAB,7078,Earth Structure,17,3:00,18,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,12:20:00 PM,03:20:00 PM,NNNYNNN,,,,,,,,,,,,,,,,,,,2,,,,12,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
1248,ERTH,UD,4130,001,LSA,7209,Geomicrobiology,4,2:30,10,P,ROWE,318,024600007,0246,Rowe Ctr for Undergraduate Edu,ROWE,318,ROWE 318,ROWE 318,STORRS,,CSRM,20,12:30:00 PM,01:45:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1248,ERTH,UD,4140,001,LSA,11221,Sedimentary Basin Analysis,8,2:30,10,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,12:30:00 PM,01:45:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1248,ERTH,UD,4150,001,LSA,7222,Appl Data Analysis Earth Sci,8,2:30,8,P,BCH,233,003800011,0038,Charles Lewis Beach Hall,BCH,233,BCH 233,BCH 233,STORRS,GEOLGEOPHY,CSRM,24,11:00:00 AM,12:15:00 PM,NNYNYNN,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,8
1248,ERTH,UD,4240,001,LEC,7225,Watersheds and Enviro. Change,9,0:50,10,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,10:10:00 AM,11:00:00 AM,NNNNNYN,,,,,,,,,,,,,,,,,,,1,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1248,ERTH,UD,4240,002L,LAB,7226,Watersheds and Enviro. Change,9,2:05,10,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,02:30:00 PM,04:35:00 PM,NNNNNYN,,,,,,,,,,,,,,,,,,,1,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1248,ERTH,UD,4735,001,LEC,7073,Intr to Ground Water Hydrology,7,2:45,8,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,02:00:00 PM,04:45:00 PM,NNYNNNN,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1248,ERTH,UD,4735,001L,LAB,7074,Intr to Ground Water Hydrology,7,2:45,8,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,02:00:00 PM,04:45:00 PM,NNNNYNN,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1248,ERTH,UD,4850,001,LSA,7219,Paleoclimatology,12,2:30,12,P,BCH,141,003800005,0038,Charles Lewis Beach Hall,BCH,141,BCH 141,BCH 141,STORRS,GEOLGEOPHY,LAB,24,09:30:00 AM,10:45:00 AM,NNYNYNN,1,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,2,1,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1248,ERTH,GD,5000,001,LSA,7156,Geoscience Core Course,12,1:30,10,P,BCH,141,003800005,0038,Charles Lewis Beach Hall,BCH,141,BCH 141,BCH 141,STORRS,GEOLGEOPHY,LAB,24,02:30:00 PM,04:00:00 PM,NYNNNNN,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1248,ERTH,GD,5130,001,LSA,7233,Geomicrobiology,5,2:30,5,P,ROWE,318,024600007,0246,Rowe Ctr for Undergraduate Edu,ROWE,318,ROWE 318,ROWE 318,STORRS,,CSRM,20,12:30:00 PM,01:45:00 PM,NNYNYNN,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1248,ERTH,GD,5140,001,LSA,11222,Sedimentary Basin Analysis,10,2:30,6,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,12:30:00 PM,01:45:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1248,ERTH,GD,5150,001,LSA,7221,Applied Data Anlys in Earth Sc,10,2:30,6,P,BCH,233,003800011,0038,Charles Lewis Beach Hall,BCH,233,BCH 233,BCH 233,STORRS,GEOLGEOPHY,CSRM,24,11:00:00 AM,12:15:00 PM,NNYNYNN,1,,,,,,,,,,,,,,1,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1248,ERTH,GD,5240,003,LEC,14502,Watersheds and Enviro. Change,10,0:50,8,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,10:10:00 AM,11:00:00 AM,NNNNNYN,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1248,ERTH,GD,5240,003L,LAB,14503,Watersheds and Enviro. Change,10,2:05,8,P,BCH,128,003800002,0038,Charles Lewis Beach Hall,BCH,128,BCH 128,BCH 128,STORRS,GEOLGEOPHY,LAB,24,02:30:00 PM,04:35:00 PM,NNNNNYN,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1248,ERTH,GD,5850,001,LSA,7220,Paleoclimatology,4,2:30,8,P,BCH,141,003800005,0038,Charles Lewis Beach Hall,BCH,141,BCH 141,BCH 141,STORRS,GEOLGEOPHY,LAB,24,09:30:00 AM,10:45:00 AM,NNYNYNN,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1248,EVST,LD,1000E,001,LEC,10952,Intro to Environmental Studies,158,1:40,160,P,ARJ,143,023500004,0235,Jaime Homero Arjona Building,ARJ,143,ARJ 143,ARJ 143,STORRS,,CSRM,155,11:15:00 AM,12:05:00 PM,NYNYNNN,10,4,,,7,4,,1,,4,6,,3,1,1,,7,18,,1,,1,,,5,,,5,,1,10,9,10,1,1,,,,,,1,,,,,1,,,,1,,6,6,3,4,,,1,,,2,,,,1,,2,1,1,,,,,,1,13,,3,,,,,1,,,158
1248,EVST,LD,1000E,001D,DIS,10935,Intro to Environmental Studies,26,0:50,26,P,CHM,T215,040900018,0409,Chemistry Building,CHM,T215,CHM T215,CHM T215,STORRS,,CSRM,27,10:10:00 AM,11:00:00 AM,NNNNNYN,,2,,,,,,,,1,,,,,,,1,3,,1,,1,,,1,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,,1,,,1,,,,,,,,,,,,,,1,2,,,,,,,,,,26
1248,EVST,LD,1000E,002D,DIS,10936,Intro to Environmental Studies,26,0:50,26,P,CHM,T112,040900008,0409,Chemistry Building,CHM,T112,CHM T112,CHM T112,STORRS,,CSRM,27,11:15:00 AM,12:05:00 PM,NNNNNYN,2,,,,3,,,1,,1,2,,,,,,1,3,,,,,,,1,,,2,,,2,1,1,,,,,,,,1,,,,,1,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,26
1248,EVST,LD,1000E,003D,DIS,10937,Intro to Environmental Studies,27,0:50,27,P,YNG,132,017500004,0175,Wilfred B. Young Building,YNG,132,YNG 132,YNG 132,STORRS,,CSRM,45,12:20:00 PM,01:10:00 PM,NNNYNNN,,1,,,,,,,,2,3,,,,1,,,3,,,,,,,1,,,,,,,,4,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,1,,,,,,,,,5,,,,,,,1,,,27
1248,EVST,LD,1000E,004D,DIS,10938,Intro to Environmental Studies,26,0:50,27,P,YNG,327,017500009,0175,Wilfred B. Young Building,YNG,327,YNG 327,YNG 327,STORRS,,CSRM,61,01:25:00 PM,02:15:00 PM,NNNYNNN,3,,,,1,1,,,,,1,,,,,,,2,,,,,,,2,,,,,,3,3,2,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,1,,1,,,,,,,2,,,,,,,,,,26
1248,EVST,LD,1000E,005D,DIS,10939,Intro to Environmental Studies,27,0:50,27,P,CHM,T112,040900008,0409,Chemistry Building,CHM,T112,CHM T112,CHM T112,STORRS,,CSRM,27,12:20:00 PM,01:10:00 PM,NNNNNYN,4,,,,1,,,,,,,,3,,,,3,7,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,27
1248,EVST,LD,1000E,006D,DIS,10940,Intro to Environmental Studies,26,0:50,27,P,CHM,T112,040900008,0409,Chemistry Building,CHM,T112,CHM T112,CHM T112,STORRS,,CSRM,27,09:05:00 AM,09:55:00 AM,NNNNNYN,1,1,,,2,3,,,,,,,,1,,,2,,,,,,,,,,,1,,,2,2,2,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,26
1248,EVST,LD,1000E,331,LSA,11397,Intro to Environmental Studies,34,2:30,35,P,WREC,204,391300003,3913,Waterbury Rectory Building,WREC,204,WREC 204,WREC 204,WATERBURY,,CSRM,40,03:30:00 PM,06:00:00 PM,NNNNYNN,1,,,,1,1,,,2,4,,2,,,,,,,,,,,,,,,,,,,14,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,1,,3,,,,,,,,,,34
1248,EVST,LD,1000E,701,LSA,11797,Intro to Environmental Studies,45,2:30,45,P,HTB,317,340100018,3401,Hartford Times Building,HTB,317,HTB 317,HTB 317,HARTFORD,,CSRM,46,02:00:00 PM,03:15:00 PM,NNYNYNN,2,,1,,,,,,1,1,,,,,,,5,,,,,,,,,,,,,1,15,,2,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,2,,,,1,,,,1,,,3,1,7,,,,,,,,,,45
1248,EVST,LD,1000E,801,LSA,3308,Intro to Environmental Studies,35,1:40,35,HB,DWTN,A2,300400056,3004,Downtown Stamford,DWTN,A2,DWTN A2,DWTN A2,STAMFORD,,CSRM,70,11:15:00 AM,12:05:00 PM,NYNYNNN,2,,,,,,,,,,1,,,,,1,1,2,,2,,,,,3,,,,,,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,11,,,,,,,,,,35
1248,EVST,UD,3100,001,LSA,10950,Clim Res & Adapt: Mun Policy,4,2:30,8,P,CAST,201,013300009,0133,Francis L. Castleman Building,CAST,201,CAST 201,CAST 201,STORRS,,CSRM,36,03:30:00 PM,04:45:00 PM,NNYNYNN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1248,EVST,UD,3110E,001,LEC,5703,Brownfield Redevelopment,6,1:40,8,P,CAST,205,013300011,0133,Francis L. Castleman Building,CAST,205,CAST 205,CAST 205,STORRS,CIVENVENG,LAB,34,03:30:00 PM,04:20:00 PM,NNYNYNN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1248,EVST,UD,3110E,001D,DIS,5704,Brownfield Redevelopment,3,0:50,3,P,CAST,205,013300011,0133,Francis L. Castleman Building,CAST,205,CAST 205,CAST 205,STORRS,CIVENVENG,LAB,34,11:15:00 AM,12:05:00 PM,NNNNNYN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1248,EVST,UD,3110E,002D,DIS,5705,Brownfield Redevelopment,3,0:50,3,P,CAST,205,013300011,0133,Francis L. Castleman Building,CAST,205,CAST 205,CAST 205,STORRS,CIVENVENG,LAB,34,12:20:00 PM,01:10:00 PM,NNNNNYN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1248,EVST,UD,4000W,001,SEM,10941,Envir Stds Capstone Rsch Proj,13,2:30,19,P,YNG,128,017500003,0175,Wilfred B. Young Building,YNG,128,YNG 128,YNG 128,STORRS,,CSRM,42,02:00:00 PM,03:15:00 PM,NNYNYNN,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,13
1248,FNCE,UD,3101,001,LSA,9097,Financial Management,30,2:30,25,P,BUSN,226,041400012,0414,School of Business,BUSN,226,BUSN 226,BUSN 226,STORRS,,CSRM,42,02:00:00 PM,03:15:00 PM,NYNYNNN,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,4,,,8,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,30
1248,FNCE,UD,3101,002,LSA,9098,Financial Management,29,2:30,25,P,BUSN,226,041400012,0414,School of Business,BUSN,226,BUSN 226,BUSN 226,STORRS,,CSRM,42,03:30:00 PM,04:45:00 PM,NYNYNNN,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,4,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,29
1248,FNCE,UD,3101,003,LSA,9099,Financial Management,25,2:30,25,P,BUSN,218,041400011,0414,School of Business,BUSN,218,BUSN 218,BUSN 218,STORRS,,CSRM,43,11:00:00 AM,12:15:00 PM,NNYNYNN,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,3,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
1248,FNCE,UD,3101,004,LSA,9100,Financial Management,38,2:30,35,P,BUSN,112,041400002,0414,School of Business,BUSN,112,BUSN 112,BUSN 112,STORRS,,CSRM,44,11:00:00 AM,12:15:00 PM,NYNYNNN,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,18,,,,,,,,,,,,,,,4,,,5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,38
1248,FNCE,UD,3101,005,LSA,9101,Financial Management,101,1:30,100,OB,NRRSTOR,ONL,NRRSTORONL,NRRSTOR,No Room Required - Storrs,NRRSTOR,ONL,No Room Required - Online,NRROnline,STORRS,,NRR,,04:00:00 PM,05:30:00 PM,NNNNNYN,,5,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,34,,,,,,,,,,,,,,1,13,,,24,,,1,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,101
1248,FNCE,UD,3101,006,LSA,9102,Financial Management,35,2:30,35,P,BUSN,202,041400005,0414,School of Business,BUSN,202,BUSN 202,BUSN 202,STORRS,,CSRM,44,09:30:00 AM,10:45:00 AM,NNYNYNN,,4,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,14,,,,,,,,,,,,,,,3,,,5,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,35
1248,FNCE,UD,3101,007,LSA,9103,Financial Management,23,2:30,25,P,BUSN,218,041400011,0414,School of Business,BUSN,218,BUSN 218,BUSN 218,STORRS,,CSRM,43,12:30:00 PM,01:45:00 PM,NNYNYNN,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,7,,,,,,,,,,,,,,,6,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
1248,FNCE,UD,3101,008,LSA,9104,Financial Management,35,2:30,35,P,BUSN,202,041400005,0414,School of Business,BUSN,202,BUSN 202,BUSN 202,STORRS,,CSRM,44,12:30:00 PM,01:45:00 PM,NYNYNNN,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,5,,,8,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,35
1248,FNCE,UD,3101,009,LSA,9105,Financial Management,9,2:30,10,P,BUSN,226,041400012,0414,School of Business,BUSN,226,BUSN 226,BUSN 226,STORRS,,CSRM,42,02:00:00 PM,03:15:00 PM,NYNYNNN,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1248,FNCE,UD,3101,010,LSA,9106,Financial Management,6,2:30,5,P,BUSN,226,041400012,0414,School of Business,BUSN,226,BUSN 226,BUSN 226,STORRS,,CSRM,42,03:30:00 PM,04:45:00 PM,NYNYNNN,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1248,FNCE,UD,3101,012,LSA,12086,Financial Management,6,1:30,5,OB,NRRSTOR,ONL,NRRSTORONL,NRRSTOR,No Room Required - Storrs,NRRSTOR,ONL,No Room Required - Online,NRROnline,STORRS,,NRR,,04:00:00 PM,05:30:00 PM,NNNNNYN,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,6
1248,FNCE,UD,3101,013,LSA,12106,Financial Management,1,2:30,3,P,BUSN,218,041400011,0414,School of Business,BUSN,218,BUSN 218,BUSN 218,STORRS,,CSRM,43,12:30:00 PM,01:45:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1248,FNCE,UD,3101,301,LSA,9107,Financial Management,17,1:30,15,OB,NRRWTBY,ONL,NRRWTBYONL,NRRWTBY,No Room Required - Waterbury,NRRWTBY,ONL,No Room Required - Online,NRROnline,WATERBURY,,NRR,,04:00:00 PM,05:30:00 PM,NNNNNYN,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,17
1248,FNCE,UD,3101,701,LSA,9108,Financial Management,17,1:30,15,OB,NRRHTFD,ONL,NRRHTFDONL,NRRHTFD,No Room Required - Hartford,NRRHTFD,ONL,No Room Required - Online,NRROnline,HARTFORD,,NRR,,04:00:00 PM,05:30:00 PM,NNNNNYN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,6,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,17
1248,FNCE,UD,3101,801,LSA,9109,Financial Management,32,2:30,32,P,DWTN,134,300400010,3004,Downtown Stamford,DWTN,134,DWTN 134,DWTN 134,STAMFORD,,CSRM,42,02:00:00 PM,03:15:00 PM,NNYNYNN,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,32
1248,FNCE,UD,3230,001,LSA,9123,Real Estate Principles,22,2:30,40,P,BUSN,204,041400007,0414,School of Business,BUSN,204,BUSN 204,BUSN 204,STORRS,,CSRM,44,09:30:00 AM,10:45:00 AM,NYNYNNN,,6,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,1,6,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
1248,FNCE,UD,3230,002,LSA,9124,Real Estate Principles,36,2:30,40,P,BUSN,227,041400013,0414,School of Business,BUSN,227,BUSN 227,BUSN 227,STORRS,,CSRM,43,12:30:00 PM,01:45:00 PM,NYNYNNN,,4,,,,,,1,,,,,,,,,1,,,1,,1,,,3,,,,,,1,19,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,36
1248,FNCE,UD,3302,001,LSA,9120,Investments &Security Analysis,55,2:30,55,P,MCHU,302,048700014,0487,Lawrence D. McHugh Hall,MCHU,302,MCHU 302,MCHU 302,STORRS,,CSRM,70,12:30:00 PM,01:45:00 PM,NYNYNNN,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,55
1248,FNCE,UD,3302,002,LSA,9121,Investments &Security Analysis,15,2:30,55,P,BUSN,211,041400008,0414,School of Business,BUSN,211,BUSN 211,BUSN 211,STORRS,,CSRM,60,09:30:00 AM,10:45:00 AM,NNYNYNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
1248,FNCE,UD,3302,003,LSA,9122,Investments &Security Analysis,38,2:30,40,P,BUSN,112,041400002,0414,School of Business,BUSN,112,BUSN 112,BUSN 112,STORRS,,CSRM,44,11:00:00 AM,12:15:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
1248,FNCE,UD,3333,001,LSA,9128,Real Estate Finance,42,2:30,40,P,BUSN,227,041400013,0414,School of Business,BUSN,227,BUSN 227,BUSN 227,STORRS,,CSRM,43,11:00:00 AM,12:15:00 PM,NYNYNNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
1248,FNCE,UD,3334,001,LSA,9129,Real Estate Mrkts & Valuation,35,2:30,35,P,BUSN,203,041400006,0414,School of Business,BUSN,203,BUSN 203,BUSN 203,STORRS,,CSRM,44,06:00:00 PM,08:30:00 PM,NNYNNNN,,1,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,25,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
